Name,Assemble,Type,Km,CarColor,InteriorColor,CarDoor,CarSeat,Gearbox,Price,Location,Status,EngineCar,Capacity,Trademark,ProductionYear
 Toyota Corolla altis 2.0V - 2010,Lắp ráp trong nước,Sedan,120000,Đen,Kem,4,5,Số tự động,395, Hà Nội ,cũ,Xăng,2.0,Toyota,2010
 Kia Cerato 1.6 AT Luxury - 2019,Lắp ráp trong nước,Sedan,40000,Trắng,Kem,4,5,Số tự động,590, Hà Nội ,cũ,Xăng,1.6,Kia,2019
 Kia Cerato 1.6 AT - 2010,Nhập khẩu,Sedan,120000,Đen,Đen,5,5,Số tự động,339, Hải Phòng ,cũ,Xăng,1.6,Kia,2010
 BMW 3 Series 320i - 2018,Nhập khẩu,Sedan,48000,Đen,Kem,4,5,Số tự động,1089, Hà Nội ,cũ,Xăng,2.0,BMW,2018
 VinFast Lux SA 2.0 Plus 2.0 AT - 2021,Lắp ráp trong nước,SUV,14000,Nâu,Đen,5,7,Số tự động,1000, Hà Nội ,cũ,Xăng,2.0,VinFast,2021
 Kia Cerato 2.0 AT Premium - 2021,Lắp ráp trong nước,Sedan,11000,Đen,Nhiều màu,4,5,Số tự động,668, Hà Nội ,cũ,Xăng,2.0,Kia,2021
 Kia Sorento GATH - 2017,Lắp ráp trong nước,SUV,50000,Cát,Kem,5,7,Số tự động,670, Hà Nội ,cũ,Xăng,2.4,Kia,2017
 Hyundai i10 Grand 1.2 AT - 2022,Lắp ráp trong nước,Hatchback,0,Trắng,Đen,5,5,Số tự động,430, Hà Nội ,mới,Xăng,1.25,Hyundai,2022
 Toyota Camry 2.0G - 2019,Nhập khẩu,Sedan,0,Đen,Kem,4,5,Số tự động,925, Hà Nội ,cũ,Xăng,2.0,Toyota,2019
 Mini Cooper Convertible - 2022,Nhập khẩu,Convertible/Cabriolet,0,Vàng,Đen,3,5,Số tự động,2279, Hà Nội ,mới,Xăng,1.5,Mini Cooper,2022
 Nissan Murano SL 3.5 AWD - 2005,Nhập khẩu,Crossover,51000,Vàng,Kem,5,5,Số tự động,299, TP HCM ,cũ,Xăng,3.5,Nissan,2005
 Toyota Cressida XL 2.4 - 1995,Nhập khẩu,Sedan,250000,Bạc,Đỏ,4,5,Số tay,165, Hà Nội ,cũ,Xăng,2.4,Toyota,1995
 VinFast Lux SA 2.0 Cao cấp - 2022,Lắp ráp trong nước,SUV,0,Đỏ,Nâu,5,7,Số tự động,1423, TP HCM ,mới,Xăng,2.0,VinFast,2022
 Lexus ES 250 - 2017,Nhập khẩu,Sedan,70000,Đen,Kem,4,5,Số tự động,1890, Hà Nội ,cũ,Xăng,2.5,Lexus,2017
 VinFast Lux SA 2.0 Plus 2.0 AT - 2019,Lắp ráp trong nước,SUV,25000,Đỏ,Nâu,5,7,Số tự động,910, Hà Nội ,cũ,Xăng,2.0,VinFast,2019
 Mercedes Benz E class E250 - 2017,Lắp ráp trong nước,Sedan,45000,Trắng,Đen,4,5,Số tự động,1590, Hà Nội ,cũ,Xăng,2.0,Mercedes,2017
 Hyundai Accent 1.4 AT Đặc Biệt - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Kem,4,5,Số tự động,542, Hà Nội ,mới,Xăng,1.4,Hyundai,2022
 Hyundai Accent 1.4 AT - 2022,Lắp ráp trong nước,Sedan,0,Đen,Kem,4,5,Số tự động,501, Hà Nội ,mới,Xăng,1.4,Hyundai,2022
 Toyota Innova G 2.0 AT - 2022,Lắp ráp trong nước,Crossover,0,Đồng,Đen,5,8,Số tự động,870, Bình Dương ,mới,Xăng,2.0,Toyota,2022
 Toyota Vios 1.5E CVT - 2019,Lắp ráp trong nước,Sedan,29000,Đỏ,Kem,4,5,Số tự động,470, TP HCM ,cũ,Xăng,1.5,Toyota,2019
 LandRover Range Rover SV Autobiography LWB 5.0 - 2016,Nhập khẩu,SUV,52000,Xám,Nâu,5,4,Số tự động,7390, Hà Nội ,cũ,Xăng,5.0,LandRover,2016
 Toyota Camry 2.5Q - 2014,Lắp ráp trong nước,Sedan,79000,Đen,Đen,4,5,Số tự động,715, Hà Nội ,cũ,Xăng,2.5,Toyota,2014
 Mazda CX5 2.0 AT - 2013,Lắp ráp trong nước,SUV,80000,Nâu,Đen,5,5,Số tự động,505, Hà Nội ,cũ,Xăng,2.0,Mazda,2013
 Toyota Vios E CVT - 2022,Lắp ráp trong nước,Sedan,0,Cát,Kem,4,5,Số tự động,536, Bắc Giang ,mới,Xăng,1.5,Toyota,2022
 Mitsubishi Xpander Cross 1.5 AT - 2022,Nhập khẩu,SUV,0,Cam,Nâu,5,7,Số tự động,662, Hà Nội ,mới,Xăng,1.5,Mitsubishi,2022
 Mazda 3 2.0L Sport Signature Premium - 2020,Lắp ráp trong nước,Hatchback,15239,Đỏ,Đỏ,5,5,Số tự động,786, Bình Dương ,cũ,Xăng,2.0,Mazda,2020
 Mercedes Benz S class S450L Luxury - 2019,Lắp ráp trong nước,Sedan,0,Đen,Đen,4,5,Số tự động,4220, Hà Nội ,cũ,Xăng,3.0,Mercedes,2019
 Kia Rondo GATH - 2015,Lắp ráp trong nước,SUV,52369,Trắng,Đen,4,7,Số tự động,515, Hà Nội ,cũ,Xăng,2.0,Kia,2015
 Toyota Corolla Cross 1.8G - 2022,Nhập khẩu,SUV,0,Đen,Nâu,5,5,Số tự động,730, Hà Nội ,mới,Xăng,1.8,Toyota,2022
 Kia Frontier - 2017,Lắp ráp trong nước,Truck,81000,Trắng,Nhiều màu,2,3,Số tay,365, Đăk Lăk ,cũ,Dầu,0.0,Kia,2017
 Hyundai Creta Cao cấp 1.5 AT - 2022,Nhập khẩu,Crossover,0,Đen,Đen,5,5,Số tự động,730, TP HCM ,mới,Xăng,1.5,Hyundai,2022
 Hyundai Elantra Sport 1.6 AT - 2019,Lắp ráp trong nước,Sedan,20000,Đỏ,Đen,4,5,Số tự động,620, Hà Nội ,cũ,Xăng,1.6,Hyundai,2019
 Mercedes Benz GL GL 320 CDI 4Matic - 2009,Nhập khẩu,SUV,10000,Đen,Đen,5,7,Số tự động,880, Hà Nội ,cũ,Dầu,3.0,Mercedes,2009
 Chevrolet Aveo 1.5 MT - 2012,Lắp ráp trong nước,Sedan,0,Trắng,Kem,4,5,Số tay,179, Bình Dương ,cũ,Xăng,1.5,Chevrolet,2012
 Mercedes Benz GLC 300 4Matic - 2017,Lắp ráp trong nước,SUV,0,Trắng,Ghi,5,5,Số tự động,1655, Hà Nội ,cũ,Xăng,2.0,Mercedes,2017
 Hyundai Tucson 2.0 ATH - 2017,Lắp ráp trong nước,Crossover,45000,Đen,Đen,5,5,Số tự động,738, Hà Nội ,cũ,Xăng,2.0,Hyundai,2017
 Mercedes Benz Maybach S400 - 2016,Nhập khẩu,Sedan,0,Đen,Đen,4,5,Số tự động,4650, Hà Nội ,cũ,Xăng,3.0,Mercedes,2016
 Mercedes Benz C class C250 Exclusive - 2018,Lắp ráp trong nước,Sedan,48000,Đen,Đen,4,5,Số tự động,1285, Hà Nội ,cũ,Xăng,2.0,Mercedes,2018
 Lexus LX 570 - 2008,Nhập khẩu,SUV,75000,Đen,Kem,5,7,Số tự động,2060, TP HCM ,cũ,Xăng,5.7,Lexus,2008
 Toyota Avanza Premio 1.5 AT - 2022,Nhập khẩu,SUV,0,Bạc,Ghi,5,7,Số tự động,588, Bà Rịa Vũng Tàu ,mới,Xăng,1.5,Toyota,2022
 Mazda BT50 2.2L 4x4 MT - 2015,Nhập khẩu,Bán tải / Pickup,70000,Trắng,Đen,4,5,Số tay,465, TP HCM ,cũ,Dầu,2.2,Mazda,2015
 Mercedes Benz S class S400L - 2014,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,2150, Hà Nội ,cũ,Xăng,3.0,Mercedes,2014
 Mini Cooper S 5Dr - 2018,Nhập khẩu,Hatchback,56000,Đỏ,Nâu,5,5,Số tự động,1610, TP HCM ,cũ,Xăng,2.0,Mini Cooper,2018
 Honda CRV 2.0 AT - 2013,Lắp ráp trong nước,SUV,126000,Trắng,Kem,5,5,Số tự động,579, Hà Nội ,cũ,Xăng,2.0,Honda,2013
 Suzuki Super Carry Van Blind Van - 2022,Lắp ráp trong nước,Van/Minivan,0,Trắng,Ghi,5,2,Số tay,256, Hà Nội ,mới,Xăng,1.0,Suzuki,2022
 Mercedes Benz E class E180 - 2021,Lắp ráp trong nước,Sedan,800,Đen,Đen,4,5,Số tự động,1970, Hà Nội ,cũ,Xăng,1.5,Mercedes,2021
 Kia Carnival Signature 2.2D - 2022,Lắp ráp trong nước,Van/Minivan,0,Đen,Đỏ,5,7,Số tự động,1489, Hà Nội ,mới,Dầu,2.2,Kia,2022
 Mercedes Benz E class E240 - 2003,Lắp ráp trong nước,Sedan,18000,Đen,Đen,4,5,Số tự động,165, Hà Nội ,cũ,Xăng,2.6,Mercedes,2003
 Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Cam,Đen,4,5,Số tự động,937, TP HCM ,mới,Dầu,2.0,Ford,2022
 Hyundai Accent 1.4 AT Đặc Biệt - 2022,Lắp ráp trong nước,Sedan,0,Đỏ,Kem,4,5,Số tự động,542, Hà Nội ,mới,Xăng,1.4,Hyundai,2022
 Hyundai i10 Grand 1.2 AT - 2020,Lắp ráp trong nước,Sedan,11000,Trắng,Nhiều màu,4,5,Số tự động,399, Hà Nội ,cũ,Xăng,1.25,Hyundai,2020
 Mazda 6 Signature Premium 2.5 AT - 2021,Lắp ráp trong nước,Sedan,0,Đỏ,Đen,4,5,Số tự động,1049, Hà Nội ,mới,Xăng,2.5,Mazda,2021
 Nissan Almera VL 1.0 CVT Cao cấp - 2021,Nhập khẩu,Sedan,0,Bạc,Đen,4,5,Số tự động,579, Hà Nội ,mới,Xăng,1.0,Nissan,2021
 BMW 5 Series 528i GT - 2015,Nhập khẩu,Sedan,70000,Trắng,Kem,4,5,Số tự động,1385, Hà Nội ,cũ,Xăng,2.0,BMW,2015
 Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Trắng,Đen,4,5,Số tự động,937, TP HCM ,mới,Dầu,2.0,Ford,2022
 Renault Fluence 2.0 AT - 2010,Nhập khẩu,Sedan,130000,Bạc,Đen,5,5,Số tự động,299, Hà Nội ,cũ,Xăng,2.0,Renault,2010
 Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Trắng,Đen,4,5,Số tự động,907, Hà Nội ,mới,Dầu,2.0,Ford,2022
 Hyundai SantaFe Cao cấp 2.5L HTRAC - 2022,Lắp ráp trong nước,SUV,0,Trắng,Nâu,5,7,Số tự động,1240, Hà Nội ,mới,Xăng,2.5,Hyundai,2022
 Ford Ranger Limited 2.0L 4x4 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Xanh,Đen,4,5,Số tự động,811, TP HCM ,mới,Dầu,2.0,Ford,2022
 Hyundai Accent 1.4 AT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Kem,4,5,Số tự động,501, Hà Nội ,mới,Xăng,1.4,Hyundai,2022
 BMW 3 Series 320i Sport Line Plus - 2021,Nhập khẩu,Sedan,0,Trắng,Đen,4,5,Số tự động,1977, Hà Nội ,mới,Xăng,2.0,BMW,2021
 Mazda CX5 2.5 AT AWD - 2018,Lắp ráp trong nước,SUV,56789,Đen,Đen,5,5,Số tự động,785, Hải Phòng ,cũ,Xăng,2.5,Mazda,2018
 Mercedes Benz S class S400L - 2017,Lắp ráp trong nước,Sedan,40000,Trắng,Nâu,4,5,Số tự động,2700, Hà Nội ,cũ,Xăng,3.0,Mercedes,2017
 Audi A8 L V6 3.0 TFSI - 2016,Nhập khẩu,Sedan,60000,Đen,Nâu,4,5,Số tự động,2770, Hà Nội ,cũ,Xăng,3.0,Audi,2016
 Lexus ES 250 - 2016,Nhập khẩu,Sedan,50000,Đen,Nâu,4,5,Số tự động,1680, Hà Nội ,cũ,Xăng,2.5,Lexus,2016
 Ford Ranger Wildtrak 2.0L 4x4 A - 2022,Nhập khẩu,Bán tải / Pickup,0,Trắng,Đen,4,5,Số tự động,937, TP HCM ,mới,Dầu,0.0,Ford,2022
 Jeep Wrangler Sahara - 2021,Nhập khẩu,SUV,0,Đen,Đen,5,5,Số tự động,3466, TP HCM ,mới,Xăng,0.0,Jeep,2021
 Ford Ranger Limited 2.0L 4x4 AT - 2022,Nhập khẩu,Bán tải / Pickup,0,Đỏ,Màu khác,4,5,Số tự động,811, Lâm Đồng ,mới,Dầu,2.0,Ford,2022
 Toyota Prado VX 2.7L - 2022,Nhập khẩu,SUV,0,Trắng,Kem,5,7,Số tự động,2599, Hà Nội ,mới,Xăng,2.7,Toyota,2022
 Toyota Raize G 1.0 CVT - 2022,Nhập khẩu,SUV,0,Xanh,Đen,5,5,Số tự động,555, Bắc Giang ,mới,Xăng,1.0,Toyota,2022
 Isuzu NQR 550 - 2022,Lắp ráp trong nước,Truck,0,Trắng,Xám,2,3,Số tay,830, TP HCM ,mới,Dầu,0.0,Isuzu,2022
 Ford Explorer Limited 2.3L EcoBoost - 2022,Nhập khẩu,SUV,0,Trắng,Màu khác,5,7,Số tự động,2366, TP HCM ,mới,Xăng,2.3,Ford,2022
 Toyota Venza 2.7 - 2010,Nhập khẩu,Crossover,0,Vàng,Kem,5,5,Số tự động,650, TP HCM ,cũ,Xăng,2.7,Toyota,2010
 LandRover Range Rover Evoque Dynamic - 2014,Nhập khẩu,SUV,60000,Đen,Đen,5,5,Số tự động,1345, Hà Nội ,cũ,Xăng,2.0,LandRover,2014
 VinFast Lux SA 2.0 Plus 2.0 AT - 2021,Lắp ráp trong nước,SUV,14000,Nâu,Nâu,5,7,Số tự động,1000, Hà Nội ,cũ,Xăng,2.0,VinFast,2021
 LandRover Range Rover Sport Autobiography - 2010,Nhập khẩu,SUV,69000,Trắng,Kem,5,5,Số tự động,1190, Hà Nội ,cũ,Xăng,5.0,LandRover,2010
 Hyundai Creta Đặc biệt 1.5 AT - 2022,Nhập khẩu,Crossover,0,Xanh,Ghi,5,5,Số tự động,670, Hà Nội ,mới,Xăng,1.5,Hyundai,2022
 Mercedes Benz E class E200 - 2017,Lắp ráp trong nước,Sedan,38000,Đen,Nâu,4,5,Số tự động,1539, TP HCM ,cũ,Xăng,2.0,Mercedes,2017
 Mercedes Benz C class C300 AMG - 2022,Nhập khẩu,Sedan,0,Đỏ,Đen,4,5,Số tự động,2399, Hà Nội ,mới,Xăng,2.0,Mercedes,2022
 Mercedes Benz E class E200 Exclusive - 2021,Lắp ráp trong nước,Sedan,0,Trắng,Nâu,4,5,Số tự động,2470, TP HCM ,mới,Xăng,2.0,Mercedes,2021
 VinFast Fadil Tiêu chuẩn 1.4 AT - 2022,Lắp ráp trong nước,Hatchback,0,Xám,Đen,5,5,Số tự động,352, Hà Nội ,mới,Xăng,1.4,VinFast,2022
 Mazda 3 1.5L Luxury - 2022,Lắp ráp trong nước,Sedan,0,Đỏ,Đen,4,5,Số tự động,719, An Giang ,mới,Xăng,1.5,Mazda,2022
 MG HS Trophy 2.0 AT - 2022,Nhập khẩu,Crossover,0,Đen,Đỏ,5,5,Số tự động,869, Hải Phòng ,mới,Xăng,0.0,MG,2022
 Honda City RS 1.5 AT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,599, Bà Rịa Vũng Tàu ,mới,Xăng,1.5,Honda,2022
 Toyota Corolla altis 1.8G MT - 2015,Lắp ráp trong nước,Sedan,77000,Trắng,Kem,4,5,Số tay,450, Đăk Lăk ,cũ,Xăng,1.8,Toyota,2015
 Toyota Yaris G 1.5 AT - 2022,Nhập khẩu,Hatchback,0,Trắng,Kem,5,5,Số tự động,658, Hà Nội ,mới,Xăng,1.5,Toyota,2022
 Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Trắng,Đen,4,5,Số tự động,925, Hà Nội ,mới,Dầu,2.0,Ford,2022
 Kia Sorento Signature 2.5 AT AWD - 2021,Lắp ráp trong nước,SUV,8000,Đỏ,Trắng,5,7,Số tự động,1229, Long An ,cũ,Xăng,2.5,Kia,2021
 Ford Ranger XLS 2.2L 4x2 AT - 2018,Nhập khẩu,Bán tải / Pickup,50000,Vàng,Đen,4,5,Số tự động,678, TP HCM ,cũ,Dầu,2.2,Ford,2018
 Mercedes Benz E class E200 - 2017,Lắp ráp trong nước,Sedan,34000,Xanh,Nâu,4,5,Số tự động,1450, Hà Nội ,cũ,Xăng,2.0,Mercedes,2017
 Mitsubishi Pajero 3.0 - 2005,Nhập khẩu,SUV,0,Bạc,Màu khác,5,5,Số tay,230, Hà Nội ,cũ,Xăng,3.0,Mitsubishi,2005
 Suzuki Super Carry Van Blind Van - 2022,Lắp ráp trong nước,Van/Minivan,0,Trắng,Bạc,5,2,Số tay,275, TP HCM ,mới,Xăng,1.0,Suzuki,2022
 Ford Ranger Wildtrak 3.2L 4x4 AT - 2016,Nhập khẩu,Bán tải / Pickup,60000,Cam,Nhiều màu,4,5,Số tự động,765, Hà Nội ,cũ,Dầu,3.2,Ford,2016
 Toyota Fortuner 2.4G 4x2 AT - 2022,Lắp ráp trong nước,SUV,0,Trắng,Đen,5,7,Số tự động,1107, Hà Nội ,mới,Dầu,2.4,Toyota,2022
 VinFast Lux SA 2.0 Cao cấp - 2022,Lắp ráp trong nước,SUV,0,Trắng,Kem,5,7,Số tự động,1423, TP HCM ,mới,Xăng,2.0,VinFast,2022
 Toyota Raize G 1.0 CVT - 2022,Nhập khẩu,SUV,0,Xanh,Đen,5,5,Số tự động,547, Hà Nội ,mới,Xăng,1.0,Toyota,2022
 Hyundai Kona 1.6 Turbo - 2022,Lắp ráp trong nước,Crossover,0,Đỏ,Đen,5,5,Số tự động,731, Thanh Hóa ,mới,Xăng,1.6,Hyundai,2022
 Mazda 3 1.5L Deluxe - 2022,Lắp ráp trong nước,Sedan,0,Đỏ,Đen,4,5,Số tự động,635, Hà Nội ,mới,Xăng,1.5,Mazda,2022
 Toyota Camry 2.5Q - 2019,Nhập khẩu,Sedan,35000,Trắng,Kem,4,5,Số tự động,1168, Hà Nội ,cũ,Xăng,2.5,Toyota,2019
 Nissan Almera 1.0 MT - 2021,Nhập khẩu,Sedan,0,Đen,Đen,4,5,Số tay,410, Hà Nội ,mới,Xăng,1.0,Nissan,2021
 Daewoo Magnus 2.5 AT - 2007,Lắp ráp trong nước,Sedan,1000000,Đen,Cam,4,5,Số tự động,115, Bắc Ninh ,cũ,Xăng,2.5,Daewoo,2007
 BMW 5 Series 520i - 2016,Nhập khẩu,Sedan,68000,Đen,Đen,4,5,Số tự động,1145, TP HCM ,cũ,Xăng,2.0,BMW,2016
 Mitsubishi Pajero Sport 2.4D 4x2 AT - 2022,Nhập khẩu,SUV,0,Nâu,Màu khác,5,7,Số tự động,1110, Hà Nội ,mới,Dầu,2.4,Mitsubishi,2022
 BMW X3 xDrive30i xLine - 2019,Nhập khẩu,SUV,20000,Đen,Đỏ,5,5,Số tự động,2360, Hà Nội ,cũ,Xăng,2.0,BMW,2019
 Lexus NX 300 - 2019,Nhập khẩu,SUV,45000,Trắng,Nâu,5,5,Số tự động,2450, Hà Nội ,cũ,Xăng,2.0,Lexus,2019
 Ford Ranger XLS 2.2L 4x2 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Đỏ,Đen,4,5,Số tự động,662, Hà Nội ,mới,Dầu,2.2,Ford,2022
 Kia K3 2.0 AT - 2013,Lắp ráp trong nước,Sedan,6789,Bạc,Đen,4,5,Số tự động,399, Hà Nội ,cũ,Xăng,2.0,Kia,2013
 VinFast Lux A 2.0 Nâng cao - 2022,Lắp ráp trong nước,Sedan,0,Xanh,Kem,4,5,Số tự động,748, TP HCM ,mới,Xăng,2.0,VinFast,2022
 Toyota Vios G 1.5 CVT - 2022,Lắp ráp trong nước,Sedan,0,Bạc,Đen,4,5,Số tự động,541, Hà Nội ,mới,Xăng,1.5,Toyota,2022
 Hyundai i10 Grand 1.2 MT Base - 2018,Lắp ráp trong nước,Sedan,0,Bạc,Kem,4,5,Số tay,265, Bình Dương ,cũ,Xăng,1.25,Hyundai,2018
 Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2022,Lắp ráp trong nước,Crossover,0,Xanh,Nâu,5,5,Số tự động,1020, TP HCM ,mới,Xăng,1.6,Hyundai,2022
 Audi A4 40 TFSI Advanced - 2020,Nhập khẩu,Sedan,5000,Trắng,Đen,4,5,Số tự động,1690, Hà Nội ,cũ,Xăng,2.0,Audi,2020
 Toyota Vios 1.5G - 2019,Lắp ráp trong nước,Sedan,38000,Đen,Kem,4,5,Số tự động,515, Hà Nội ,cũ,Xăng,1.5,Toyota,2019
 Toyota Veloz Cross 1.5 CVT - 2022,Nhập khẩu,SUV,0,Đỏ,Màu khác,5,7,Số tự động,648, Hà Nội ,mới,Xăng,1.5,Toyota,2022
 Nissan Terra V 2.5 AT 4WD - 2019,Nhập khẩu,SUV,35698,Trắng,Nâu,5,7,Số tự động,875, Hà Nội ,cũ,Xăng,2.5,Nissan,2019
 Ford Explorer Limited 2.3L EcoBoost - 2022,Nhập khẩu,SUV,0,Đen,Đen,5,7,Số tự động,2366, Hà Nội ,mới,Xăng,2.3,Ford,2022
 Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Xám,Nhiều màu,4,5,Số tự động,930, Hà Nội ,mới,Dầu,2.0,Ford,2022
 Mercedes Benz E class E200 - 2018,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,1665, Hà Nội ,cũ,Xăng,2.0,Mercedes,2018
 Kia Seltos Premium 1.4 AT - 2022,Lắp ráp trong nước,Crossover,0,Trắng,Kem,5,5,Số tự động,759, Hà Nội ,mới,Xăng,1.4,Kia,2022
 MG ZS Standard 1.5 AT 2WD - 2020,Nhập khẩu,Crossover,0,Trắng,Ghi,5,5,Số tự động,455, Thanh Hóa ,mới,Xăng,1.5,MG,2020
 Isuzu NQR 5.5 Tấn T-Kín 6m1 - 2022,Nhập khẩu,Truck,0,Trắng,Xám,2,3,Số tay,820, TP HCM ,mới,Dầu,5.2,Isuzu,2022
 Chevrolet Orlando LTZ 1.8 - 2017,Lắp ráp trong nước,SUV,50000,Trắng,Đen,5,7,Số tự động,455, Hà Nội ,cũ,Xăng,1.8,Chevrolet,2017
 Honda City 1.5 - 2019,Lắp ráp trong nước,Sedan,30000,Trắng,Đen,4,5,Số tự động,465, Hà Nội ,cũ,Xăng,1.5,Honda,2019
 VinFast Lux SA 2.0 Premium 2.0 AT - 2019,Lắp ráp trong nước,SUV,53000,Trắng,Nâu,5,7,Số tự động,948, Hà Nội ,cũ,Xăng,2.0,VinFast,2019
 Mercedes Benz C class C200 Exclusive - 2022,Lắp ráp trong nước,Sedan,7500,Đỏ,Kem,4,5,Số tự động,1620, Hà Nội ,cũ,Xăng,2.0,Mercedes,2022
 Hyundai Tucson 1.6 AT Turbo - 2019,Lắp ráp trong nước,Crossover,20000,Trắng,Kem,5,5,Số tự động,879, Hà Nội ,cũ,Xăng,1.6,Hyundai,2019
 Hyundai Elantra 2.0 AT - 2019,Lắp ráp trong nước,Sedan,40000,Đỏ,Kem,4,5,Số tự động,613, Hà Nội ,cũ,Xăng,2.0,Hyundai,2019
 Toyota Rush 1.5S AT - 2018,Nhập khẩu,SUV,40000,Nâu,Đen,5,7,Số tự động,570, Hà Nội ,cũ,Xăng,1.5,Toyota,2018
 Porsche Cayenne 3.6 V6 - 2011,Nhập khẩu,SUV,67000,Đỏ,Kem,4,5,Số tự động,1560, Hà Nội ,cũ,Xăng,3.6,Porsche,2011
 Toyota Corolla altis 1.8G AT - 2009,Lắp ráp trong nước,Sedan,137000,Đồng,Kem,4,5,Số tự động,338, Hải Phòng ,cũ,Xăng,1.8,Toyota,2009
 Lexus LX 570 - 2018,Nhập khẩu,SUV,40000,Vàng,Kem,5,7,Số tự động,8330, Hà Nội ,cũ,Xăng,5.7,Lexus,2018
 Toyota Innova 2.0V - 2016,Lắp ráp trong nước,Crossover,51000,Đồng,Nâu,5,7,Số tự động,630, TP HCM ,cũ,Xăng,2.0,Toyota,2016
 Mitsubishi Pajero Sport 2.4D 4x2 AT - 2022,Nhập khẩu,SUV,0,Đen,Đen,5,7,Số tự động,1110, Quảng Ninh ,mới,Dầu,2.4,Mitsubishi,2022
 VinFast Fadil 1.4 AT - 2022,Lắp ráp trong nước,Hatchback,0,Xanh,Đen,5,5,Số tự động,352, Hà Nội ,mới,Xăng,1.4,VinFast,2022
 VinFast Lux A 2.0 Plus 2.0 AT - 2019,Lắp ráp trong nước,Sedan,21000,Đen,Nâu,4,5,Số tự động,765, Hà Nội ,cũ,Xăng,2.0,VinFast,2019
 Mercedes Benz C class C200 - 2018,Lắp ráp trong nước,Sedan,33000,Đen,Kem,4,5,Số tự động,1160, Hà Nội ,cũ,Xăng,2.0,Mercedes,2018
 VinFast Lux A 2.0 2.0 AT - 2021,Lắp ráp trong nước,Sedan,7000,Trắng,Nâu,4,5,Số tự động,789, Hà Nội ,cũ,Xăng,2.0,VinFast,2021
 Isuzu Dmax LS 1.9L 4x2 AT - 2021,Nhập khẩu,Bán tải / Pickup,0,Đen,Xám,4,5,Số tự động,630, Hà Nội ,mới,Dầu,1.9,Isuzu,2021
 VinFast Fadil 1.4 AT - 2022,Lắp ráp trong nước,Hatchback,0,Trắng,Đen,5,5,Số tự động,352, Hà Nội ,mới,Xăng,1.4,VinFast,2022
 Mazda CX5 2.5 AT - 2016,Lắp ráp trong nước,SUV,52000,Trắng,Đen,5,5,Số tự động,695, Bình Dương ,cũ,Xăng,2.5,Mazda,2016
 Daewoo Novus Bồn chở xăng 21K - 2019,Nhập khẩu,Truck,0,Trắng,Kem,2,3,Số tay,1369, TP HCM ,mới,Dầu,0.0,Daewoo,2019
 Mitsubishi Xpander Cross 1.5 AT - 2022,Nhập khẩu,SUV,0,Trắng,Đen,5,7,Số tự động,615, Hà Nội ,mới,Xăng,1.5,Mitsubishi,2022
 Ford Everest Titanium 2.0L 4x2 AT - 2022,Nhập khẩu,SUV,0,Đỏ,Đen,5,7,Số tự động,1193, TP HCM ,mới,Dầu,2.0,Ford,2022
 Ford Ranger XLS 2.2L 4x2 AT - 2015,Nhập khẩu,Bán tải / Pickup,87000,Ghi,Đen,4,5,Số tự động,520, TP HCM ,cũ,Dầu,2.2,Ford,2015
 Mercedes Benz E class E300 AMG - 2022,Lắp ráp trong nước,Sedan,0,Đỏ,Đen,4,5,Số tự động,3129, Quảng Ninh ,mới,Xăng,2.0,Mercedes,2022
 Mazda CX5 2.0 AT - 2019,Lắp ráp trong nước,SUV,30000,Đỏ,Kem,5,5,Số tự động,780, Thanh Hóa ,cũ,Xăng,2.0,Mazda,2019
 Mercedes Benz S class S450L - 2017,Lắp ráp trong nước,Sedan,0,Đen,Nâu,4,5,Số tự động,3220, Hà Nội ,cũ,Xăng,3.0,Mercedes,2017
 Lexus RX 350L - 2020,Nhập khẩu,SUV,16000,Đen,Nâu,5,7,Số tự động,4350, Hà Nội ,cũ,Xăng,3.5,Lexus,2020
 Kia Cerato Koup 2.0 AT - 2009,Nhập khẩu,Coupe,127000,Đỏ,Đen,3,5,Số tự động,348, Hà Nội ,cũ,Xăng,2.0,Kia,2009
 Toyota Vios G 1.5 CVT - 2022,Lắp ráp trong nước,Sedan,0,Cát,Kem,4,5,Số tự động,566, Hà Nội ,mới,Xăng,1.5,Toyota,2022
 Mercedes Benz G class G63 AMG - 2021,Nhập khẩu,SUV,129000,Đen,Kem,5,5,Số tự động,12980, Hà Nội ,cũ,Xăng,4.0,Mercedes,2021
